repo_name,owner,repo_url,description,language,topics,stars,updated_at,input,snapshot_id,snapshot_date,categories,primary_category
open-edge-platform/geti,open-edge-platform,https://github.com/open-edge-platform/geti,,Python,"['machine-learning', 'computer-vision', 'deep-learning', 'pytorch', 'semi-supervised-learning']",1315,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
root-project/root,root-project,https://github.com/root-project/root,,C++,"['visualization', 'python', 'c-plus-plus', 'machine-learning', 'statistics']",3283,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
xberg-io/liter-llm,xberg-io,https://github.com/xberg-io/liter-llm,,Rust,"['python', 'rust', 'machine-learning', 'streaming', 'typescript']",249,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
fairlearn/fairlearn,fairlearn,https://github.com/fairlearn/fairlearn,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'fairness', 'ai-systems']",2271,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
GAMS-dev/gamspy,GAMS-dev,https://github.com/GAMS-dev/gamspy,,Python,"['python', 'machine-learning', 'optimization', 'linear-programming', 'modeling-language']",131,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
OSGeo/grass,OSGeo,https://github.com/OSGeo/grass,,C,"['python', 'science', 'data-science', 'machine-learning', 'jupyter']",1153,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
uxlfoundation/oneDAL,uxlfoundation,https://github.com/uxlfoundation/oneDAL,,C++,"['data-science', 'machine-learning', 'big-data', 'analytics', 'cpp']",651,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
Oxen-AI/Oxen,Oxen-AI,https://github.com/Oxen-AI/Oxen,,Rust,"['python', 'rust', 'machine-learning', 'version-control', 'vcs']",1179,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
autogluon/autogluon,autogluon,https://github.com/autogluon/autogluon,,Python,"['python', 'data-science', 'machine-learning', 'natural-language-processing', 'computer-vision']",10610,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
huggingface/speech-to-speech,huggingface,https://github.com/huggingface/speech-to-speech,,Python,"['python', 'machine-learning', 'ai', 'speech', 'speech-synthesis']",12741,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
ultralytics/ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,,Python,"['python', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",60838,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
kyegomez/swarms,kyegomez,https://github.com/kyegomez/swarms,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'prompt-toolkit', 'swarms']",7073,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents
albumentations-team/AlbumentationsX,albumentations-team,https://github.com/albumentations-team/AlbumentationsX,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'tensorflow']",534,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
nebius/soperator,nebius,https://github.com/nebius/soperator,,Go,"['kubernetes', 'machine-learning', 'hpc', 'ml', 'slurm']",418,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
paperless-ngx/paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,,Python,"['pdf', 'machine-learning', 'django', 'angular', 'ocr']",44470,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
CliMA/Oceananigans.jl,CliMA,https://github.com/CliMA/Oceananigans.jl,,Julia,"['machine-learning', 'gpu', 'climate', 'julia', 'ocean']",1410,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
kornia/kornia,kornia,https://github.com/kornia/kornia,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'neural-network']",11321,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
online-ml/river,online-ml,https://github.com/online-ml/river,,Python,"['python', 'data-science', 'machine-learning', 'streaming', 'stream-processing']",5920,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
JohnSnowLabs/johnsnowlabs,JohnSnowLabs,https://github.com/JohnSnowLabs/johnsnowlabs,,Python,"['python', 'nlp', 'machine-learning', 'natural-language-processing', 'spark']",74,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
sheaf-lang/sheaf,sheaf-lang,https://github.com/sheaf-lang/sheaf,,Rust,"['rust', 'machine-learning', 'lisp', 'compiler', 'functional-programming']",54,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
marcelwa/aigverse,marcelwa,https://github.com/marcelwa/aigverse,,Python,"['python', 'machine-learning', 'verilog', 'logic-synthesis', 'aiger']",88,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
lstein/PhotoMapAI,lstein,https://github.com/lstein/PhotoMapAI,,Python,"['visualization', 'python', 'open-source', 'machine-learning', 'slideshow']",84,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
openvinotoolkit/model_server,openvinotoolkit,https://github.com/openvinotoolkit/model_server,,C++,"['kubernetes', 'machine-learning', 'cloud', 'ai', 'deep-learning']",916,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
sstklen/trump-code,sstklen,https://github.com/sstklen/trump-code,,Python,"['machine-learning', 'trump', 'ai', 'prediction', 'open-data']",796,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
argoproj/argo-workflows,argoproj,https://github.com/argoproj/argo-workflows,,Go,"['kubernetes', 'workflow', 'machine-learning', 'airflow', 'workflow-engine']",16924,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
strands-agents/evals,strands-agents,https://github.com/strands-agents/evals,,Python,"['python', 'machine-learning', 'ai', 'evaluation', 'agentic']",182,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents
netdata/netdata,netdata,https://github.com/netdata/netdata,,Go,"['mysql', 'linux', 'docker', 'kubernetes', 'devops']",80254,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration,MLOps & Orchestration
sktime/sktime,sktime,https://github.com/sktime/sktime,,Python,"['data-science', 'machine-learning', 'data-mining', 'ai', 'time-series']",9956,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
grandgaming9321-prog/reality-engine,grandgaming9321-prog,https://github.com/grandgaming9321-prog/reality-engine,,HTML,"['python', 'open-source', 'machine-learning', 'reinforcement-learning', 'ai']",123,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
Leeroo-AI/kapso,Leeroo-AI,https://github.com/Leeroo-AI/kapso,,Python,"['machine-learning', 'program-synthesis', 'knowledge-graph', 'code-optimization', 'autonomous-agents']",96,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,AI Agents|Core ML & Deep Learning,AI Agents
modal-labs/modal-client,modal-labs,https://github.com/modal-labs/modal-client,,Python,"['python', 'data-science', 'machine-learning', 'cloud', 'ai']",506,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
Jordan-Pierce/CoralNet-Toolbox,Jordan-Pierce,https://github.com/Jordan-Pierce/CoralNet-Toolbox,,Python,"['machine-learning', 'image-annotation', 'image-classification', 'object-detection', 'cpc']",51,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
huggingface/hub-docs,huggingface,https://github.com/huggingface/hub-docs,,Handlebars,"['machine-learning', 'hacktoberfest']",588,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
techascent/tech.ml.dataset,techascent,https://github.com/techascent/tech.ml.dataset,,Clojure,"['java', 'machine-learning', 'clojure', 'csv', 'xlsx']",757,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
wonglaitung/fortune,wonglaitung,https://github.com/wonglaitung/fortune,,Python,"['machine-learning', 'ai', 'bitcoin', 'ethereum', 'stock']",74,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
ray-project/ray,ray-project,https://github.com/ray-project/ray,,Python,"['python', 'data-science', 'machine-learning', 'reinforcement-learning', 'deep-learning']",43577,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
zapplyjobs/New-Grad-Data-Science-Jobs-2027,zapplyjobs,https://github.com/zapplyjobs/New-Grad-Data-Science-Jobs-2027,,HTML,"['data-science', 'data', 'machine-learning', 'ai', 'jobs']",69,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
zapplyjobs/awesome-ml-internships,zapplyjobs,https://github.com/zapplyjobs/awesome-ml-internships,,Unknown,"['data-science', 'machine-learning', 'awesome-list', 'internships', 'awesome-resources']",452,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
pytorch/TensorRT,pytorch,https://github.com/pytorch/TensorRT,,Python,"['machine-learning', 'deep-learning', 'cuda', 'pytorch', 'nvidia']",2984,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
google-ai-edge/mediapipe,google-ai-edge,https://github.com/google-ai-edge/mediapipe,,C++,"['android', 'c-plus-plus', 'calculator', 'machine-learning', 'framework']",36684,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
roboflow/inference,roboflow,https://github.com/roboflow/inference,,Python,"['python', 'docker', 'machine-learning', 'computer-vision', 'deployment']",2425,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|MLOps & Orchestration|Core ML & Deep Learning,Computer Vision
Sujal-142/ai-image-clean-eraser,Sujal-142,https://github.com/Sujal-142/ai-image-clean-eraser,,HTML,"['machine-learning', 'ocr', 'computer-vision', 'image-processing', 'image-editing']",119,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
kserve/kserve,kserve,https://github.com/kserve/kserve,,Go,"['kubernetes', 'machine-learning', 'tensorflow', 'cncf', 'pytorch']",5815,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
roboflow/supervision,roboflow,https://github.com/roboflow/supervision,,Python,"['python', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",49635,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
pytorch/pytorch,pytorch,https://github.com/pytorch/pytorch,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'gpu']",102517,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
mlflow/mlflow,mlflow,https://github.com/mlflow/mlflow,,Python,"['open-source', 'machine-learning', 'ai', 'apache-spark', 'evaluation']",27608,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
YanjieZe/Paper-List,YanjieZe,https://github.com/YanjieZe/Paper-List,,Python,"['machine-learning', 'research', 'computer-vision', 'robotics']",587,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|RAG & Retrieval|Core ML & Deep Learning,Computer Vision
lab-cosmo/upet,lab-cosmo,https://github.com/lab-cosmo/upet,,Python,"['machine-learning', 'molecular-dynamics', 'machine-learned-interatomic-potentials', 'universal-potential']",229,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
roboflow/rf-detr,roboflow,https://github.com/roboflow/rf-detr,,Python,"['machine-learning', 'computer-vision', 'object-detection', 'sota', 'instance-segmentation']",9028,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
Evovest/EvoTrees.jl,Evovest,https://github.com/Evovest/EvoTrees.jl,,Julia,"['machine-learning', 'julia', 'regression', 'logistic', 'quantile']",200,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
ORNL/HydraGNN,ORNL,https://github.com/ORNL/HydraGNN,,Python,['machine-learning'],124,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval
DashAISoftware/dashAI,DashAISoftware,https://github.com/DashAISoftware/dashAI,,Python,"['machine-learning', 'deep-learning', 'artificial-intelligence', 'workbench']",428,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
huggingface/transformers,huggingface,https://github.com/huggingface/transformers,,Python,"['audio', 'python', 'nlp', 'machine-learning', 'natural-language-processing']",164309,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
flyteorg/flyte,flyteorg,https://github.com/flyteorg/flyte,,Go,"['python', 'kubernetes', 'golang', 'workflow', 'data-science']",7221,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration,MLOps & Orchestration
rohitg00/ai-engineering-from-scratch,rohitg00,https://github.com/rohitg00/ai-engineering-from-scratch,,Python,"['python', 'nlp', 'rust', 'machine-learning', 'tutorial']",47515,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
kserve/website,kserve,https://github.com/kserve/website,,MDX,"['documentation', 'machine-learning', 'serverless', 'inference', 'cloud-native']",113,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
SuperCowPowers/workbench,SuperCowPowers,https://github.com/SuperCowPowers/workbench,,Python,"['python', 'aws', 'machine-learning', 'big-data', 'spark']",51,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
MakazhanAlpamys/Soup,MakazhanAlpamys,https://github.com/MakazhanAlpamys/Soup,,Python,"['python', 'cli', 'machine-learning', 'transformers', 'pytorch']",2635,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
voxel51/fiftyone,voxel51,https://github.com/voxel51/fiftyone,,TypeScript,"['visualization', 'python', 'data-science', 'machine-learning', 'computer-vision']",11027,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Computer Vision|Core ML & Deep Learning,Computer Vision
lutzroeder/netron,lutzroeder,https://github.com/lutzroeder/netron,,JavaScript,"['machine-learning', 'ai', 'deep-learning', 'neural-network', 'tensorflow']",33381,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
TuringLang/Turing.jl,TuringLang,https://github.com/TuringLang/Turing.jl,,Julia,"['machine-learning', 'julia-language', 'artificial-intelligence', 'probabilistic-programming', 'bayesian-inference']",2249,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
marimo-team/marimo,marimo-team,https://github.com/marimo-team/marimo,,Python,"['python', 'data-science', 'machine-learning', 'reactive', 'sql']",22421,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
ohdearquant/lionagi,ohdearquant,https://github.com/ohdearquant/lionagi,,Python,"['workflow', 'data', 'machine-learning', 'automation', 'ai']",404,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
superiorlu/AITreasureBox,superiorlu,https://github.com/superiorlu/AITreasureBox,,Ruby,"['machine-learning', 'ai', 'deep-learning', 'mcp', 'agi']",856,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
MaartenGr/BERTopic,MaartenGr,https://github.com/MaartenGr/BERTopic,,Python,"['nlp', 'machine-learning', 'topic', 'transformers', 'topic-modeling']",7796,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
tracel-ai/burn,tracel-ai,https://github.com/tracel-ai/burn,,Rust,"['rust', 'machine-learning', 'deep-learning', 'metal', 'cross-platform']",15794,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
skypilot-org/skypilot,skypilot-org,https://github.com/skypilot-org/skypilot,,Python,"['machine-learning', 'deep-learning', 'gpu', 'job-scheduler', 'slurm']",10517,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,MLOps & Orchestration|Core ML & Deep Learning,MLOps & Orchestration
arc53/DocsGPT,arc53,https://github.com/arc53/DocsGPT,,Python,"['react', 'python', 'search', 'machine-learning', 'natural-language-processing']",18219,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,RAG & Retrieval|Core ML & Deep Learning,RAG & Retrieval
ServiceNow/eva,ServiceNow,https://github.com/ServiceNow/eva,,Python,"['nlp', 'machine-learning', 'tts', 'asr', 'evaluation-framework']",197,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
tensorflow/datasets,tensorflow,https://github.com/tensorflow/datasets,,Python,"['data', 'machine-learning', 'tensorflow', 'numpy', 'dataset']",4580,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
PennyLaneAI/pennylane,PennyLaneAI,https://github.com/PennyLaneAI/pennylane,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'qml']",3428,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21,Core ML & Deep Learning,Core ML & Deep Learning
