repo_name,owner,repo_url,description,language,topics,stars,updated_at,input,snapshot_id,snapshot_date
NVIDIA-BioNeMo/bionemo-recipes,NVIDIA-BioNeMo,https://github.com/NVIDIA-BioNeMo/bionemo-recipes,,Python,"['machine-learning', 'gpu', 'pytorch', 'drug-discovery']",847,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
kyegomez/swarms,kyegomez,https://github.com/kyegomez/swarms,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'prompt-toolkit', 'swarms']",7075,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lutzroeder/netron,lutzroeder,https://github.com/lutzroeder/netron,,JavaScript,"['machine-learning', 'ai', 'deep-learning', 'neural-network', 'tensorflow']",33386,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Pikselkroken/pixlstash,Pikselkroken,https://github.com/Pikselkroken/pixlstash,,Python,"['python', 'pictures', 'machine-learning', 'vue', 'cross-platform']",84,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
sagawrr/react-native-nitro-vision-kit,sagawrr,https://github.com/sagawrr/react-native-nitro-vision-kit,,Kotlin,"['android', 'ios', 'machine-learning', 'typescript', 'ocr']",57,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
xorbitsai/inference,xorbitsai,https://github.com/xorbitsai/inference,,Python,"['machine-learning', 'deployment', 'transformers', 'inference', 'pytorch']",9506,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
darkdevil3610/100-AI-Machine-learning-Deep-learning-Computer-vision-NLP,darkdevil3610,https://github.com/darkdevil3610/100-AI-Machine-learning-Deep-learning-Computer-vision-NLP,,Unknown,"['python', 'nlp', 'data-science', 'machine-learning', 'computer-vision']",379,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
saccofrancesco/deepshot,saccofrancesco,https://github.com/saccofrancesco/deepshot,,Jupyter Notebook,"['python', 'open-source', 'nba', 'data-science', 'machine-learning']",168,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
huggingface/transformers,huggingface,https://github.com/huggingface/transformers,,Python,"['audio', 'python', 'nlp', 'machine-learning', 'natural-language-processing']",164336,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
jenetics/jenetics,jenetics,https://github.com/jenetics/jenetics,,Java,"['java', 'machine-learning', 'optimization', 'genetic-algorithm', 'artificial-intelligence']",908,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
streamlit/streamlit,streamlit,https://github.com/streamlit/streamlit,,Python,"['python', 'data-science', 'machine-learning', 'deep-learning', 'data-visualization']",45586,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
photoprism/photoprism,photoprism,https://github.com/photoprism/photoprism,,Go,"['golang', 'machine-learning', 'ai', 'photography', 'tensorflow']",40098,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
screenpipe/screenpipe,screenpipe,https://github.com/screenpipe/screenpipe,,Rust,"['machine-learning', 'privacy', 'ai', 'computer-vision', 'mcp']",21170,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
reunios2024/cortex-sentinel-trading-nexus,reunios2024,https://github.com/reunios2024/cortex-sentinel-trading-nexus,,HTML,"['python', 'machine-learning', 'reinforcement-learning', 'trading-bot', 'pytorch']",118,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
onlyoneshakibul/magic-eraser-studio,onlyoneshakibul,https://github.com/onlyoneshakibul/magic-eraser-studio,,HTML,"['machine-learning', 'computer-vision', 'image-processing', 'image-editing', 'artificial-intelligence']",115,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
jaimasih05-commits/swarm-foraging-qlearn,jaimasih05-commits,https://github.com/jaimasih05-commits/swarm-foraging-qlearn,,HTML,"['python', 'machine-learning', 'reinforcement-learning', 'simulation', 'decision-making']",117,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
xberg-io/liter-llm,xberg-io,https://github.com/xberg-io/liter-llm,,Rust,"['python', 'rust', 'machine-learning', 'streaming', 'typescript']",249,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Sujal-142/ai-image-clean-eraser,Sujal-142,https://github.com/Sujal-142/ai-image-clean-eraser,,HTML,"['machine-learning', 'ocr', 'computer-vision', 'image-processing', 'image-editing']",119,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
aminekago-web/Paradigm-Survival-Arena,aminekago-web,https://github.com/aminekago-web/Paradigm-Survival-Arena,,HTML,"['javascript', 'game', 'python', 'machine-learning', 'reinforcement-learning']",117,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
AdilShamim8/100-AI-Machine-Learning-Deep-Learnin-Projects,AdilShamim8,https://github.com/AdilShamim8/100-AI-Machine-Learning-Deep-Learnin-Projects,,HTML,"['python', 'nlp', 'data-science', 'machine-learning', 'ai']",258,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
microsoft/onnxruntime,microsoft,https://github.com/microsoft/onnxruntime,,C++,"['machine-learning', 'deep-learning', 'tensorflow', 'scikit-learn', 'pytorch']",21596,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
okesipoke/manuscript-phoneme-decipher,okesipoke,https://github.com/okesipoke/manuscript-phoneme-decipher,,HTML,"['nlp', 'machine-learning', 'deep-learning', 'algorithms', 'artificial-intelligence']",116,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pravin6688/churn-triad-insights,pravin6688,https://github.com/pravin6688/churn-triad-insights,,HTML,"['python', 'machine-learning', 'excel', 'data-analytics', 'logistic-regression']",115,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
sktime/sktime,sktime,https://github.com/sktime/sktime,,Python,"['data-science', 'machine-learning', 'data-mining', 'ai', 'time-series']",9958,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
harvard-edge/cs249r_book,harvard-edge,https://github.com/harvard-edge/cs249r_book,,Python,"['machine-learning', 'deep-learning', 'artificial-intelligence', 'textbook', 'courseware']",27978,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
superiorlu/AITreasureBox,superiorlu,https://github.com/superiorlu/AITreasureBox,,Ruby,"['machine-learning', 'ai', 'deep-learning', 'mcp', 'agi']",856,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
obss/sahi,obss,https://github.com/obss/sahi,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'satellite']",5472,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
ohdearquant/lionagi,ohdearquant,https://github.com/ohdearquant/lionagi,,Python,"['workflow', 'data', 'machine-learning', 'automation', 'ai']",404,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
GAMS-dev/gamspy,GAMS-dev,https://github.com/GAMS-dev/gamspy,,Python,"['python', 'machine-learning', 'optimization', 'linear-programming', 'modeling-language']",131,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
nautechsystems/nautilus_trader,nautechsystems,https://github.com/nautechsystems/nautilus_trader,,Rust,"['python', 'rust', 'machine-learning', 'trading', 'forex']",27237,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
JuliaLang/julia,JuliaLang,https://github.com/JuliaLang/julia,,Julia,"['programming-language', 'science', 'machine-learning', 'hpc', 'julia']",49022,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
polyaxon/polyaxon,polyaxon,https://github.com/polyaxon/polyaxon,,MDX,"['kubernetes', 'workflow', 'data-science', 'machine-learning', 'reinforcement-learning']",3722,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
spiceai/spiceai,spiceai,https://github.com/spiceai/spiceai,,Rust,"['infrastructure', 'data', 'machine-learning', 'sql', 'artificial-intelligence']",3069,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
marcelwa/aigverse,marcelwa,https://github.com/marcelwa/aigverse,,Python,"['python', 'machine-learning', 'verilog', 'logic-synthesis', 'aiger']",88,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pytorch/executorch,pytorch,https://github.com/pytorch/executorch,,Python,"['machine-learning', 'mobile', 'embedded', 'deep-learning', 'neural-network']",4941,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
ray-project/ray,ray-project,https://github.com/ray-project/ray,,Python,"['python', 'data-science', 'machine-learning', 'reinforcement-learning', 'deep-learning']",43578,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
bghira/SimpleTuner,bghira,https://github.com/bghira/SimpleTuner,,Python,"['machine-learning', 'fine-tuning', 'diffusion-models', 'stable-diffusion', 'diffusers']",2903,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
py-why/dowhy,py-why,https://github.com/py-why/dowhy,,Python,"['data-science', 'machine-learning', 'python3', 'graphical-models', 'causality']",8273,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
yogeshhk/TeachingDataScience,yogeshhk,https://github.com/yogeshhk/TeachingDataScience,,Jupyter Notebook,"['python', 'nlp', 'open-source', 'data-science', 'machine-learning']",301,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
kishormorol/ResearchScope,kishormorol,https://github.com/kishormorol/ResearchScope,,Python,"['javascript', 'python', 'nlp', 'open-source', 'machine-learning']",94,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
liborty/rstats,liborty,https://github.com/liborty/rstats,,Rust,"['rust', 'machine-learning', 'statistics', 'math', 'linear-algebra']",54,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
NoteDance/Note,NoteDance,https://github.com/NoteDance/Note,,Python,"['machine-learning', 'reinforcement-learning', 'deep-learning', 'neural-network', 'tensorflow']",69,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
roboflow/inference,roboflow,https://github.com/roboflow/inference,,Python,"['python', 'docker', 'machine-learning', 'computer-vision', 'deployment']",2425,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lovnishverma/Python-Getting-Started,lovnishverma,https://github.com/lovnishverma/Python-Getting-Started,,Jupyter Notebook,"['data-science', 'machine-learning', 'python3', 'datascience', 'neural-networks']",52,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
root-project/root,root-project,https://github.com/root-project/root,,C++,"['visualization', 'python', 'c-plus-plus', 'machine-learning', 'statistics']",3284,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
qualcomm/ai-hub-models,qualcomm,https://github.com/qualcomm/ai-hub-models,,Python,"['machine-learning', 'inference', 'pytorch', 'machinelearning', 'deeplearning']",1191,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
apache/tvm-ffi,apache,https://github.com/apache/tvm-ffi,,C++,"['machine-learning', 'gpu', 'ffi']",448,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
rohitg00/ai-engineering-from-scratch,rohitg00,https://github.com/rohitg00/ai-engineering-from-scratch,,Python,"['python', 'nlp', 'rust', 'machine-learning', 'tutorial']",47618,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
huggingface/hub-docs,huggingface,https://github.com/huggingface/hub-docs,,Handlebars,"['machine-learning', 'hacktoberfest']",588,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
NVIDIA/raft,NVIDIA,https://github.com/NVIDIA/raft,,Cuda,"['machine-learning', 'information-retrieval', 'statistics', 'clustering', 'gpu']",1036,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
f/prompts.chat,f,https://github.com/f/prompts.chat,,HTML,"['open-source', 'machine-learning', 'typescript', 'ai', 'nextjs']",167738,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
CVHub520/X-AnyLabeling,CVHub520,https://github.com/CVHub520/X-AnyLabeling,,Python,"['machine-learning', 'ocr', 'computer-vision', 'deep-learning', 'sam']",10149,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
RubixML/ML,RubixML,https://github.com/RubixML/ML,,PHP,"['php', 'machine-learning', 'natural-language-processing', 'deep-learning', 'analytics']",2203,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
rosenthj/Winter,rosenthj,https://github.com/rosenthj/Winter,,C++,"['machine-learning', 'chess-engine', 'chess', 'ai', 'deep-learning']",98,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
natolambert/dynamicslearn,natolambert,https://github.com/natolambert/dynamicslearn,,Python,"['machine-learning', 'research', 'dynamics', 'quadrotor']",57,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
stefan-jansen/machine-learning-for-trading,stefan-jansen,https://github.com/stefan-jansen/machine-learning-for-trading,,Jupyter Notebook,"['finance', 'data-science', 'machine-learning', 'reinforcement-learning', 'deep-learning']",20576,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
roboflow/rf-detr,roboflow,https://github.com/roboflow/rf-detr,,Python,"['machine-learning', 'computer-vision', 'object-detection', 'sota', 'instance-segmentation']",9034,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pytorch/vision,pytorch,https://github.com/pytorch/vision,,Python,"['machine-learning', 'computer-vision']",17874,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
SciML/ReservoirComputing.jl,SciML,https://github.com/SciML/ReservoirComputing.jl,,Julia,"['machine-learning', 'julia', 'rnn', 'differential-equations', 'echo-state-networks']",231,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
wanshuiyin/ARIS-in-AI-Offer,wanshuiyin,https://github.com/wanshuiyin/ARIS-in-AI-Offer,,Python,"['machine-learning', 'deep-learning', 'pytorch', 'transformer', 'cheatsheet']",394,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lartpang/awesome-segmentation-saliency-dataset,lartpang,https://github.com/lartpang/awesome-segmentation-saliency-dataset,,Unknown,"['machine-learning', 'deep-learning', 'dataset', 'machinelearning', 'deeplearning']",639,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
apache/texera,apache,https://github.com/apache/texera,,Scala,"['data-science', 'machine-learning', 'artificial-intelligence', 'cloud-native', 'ai-agents']",274,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
