repo_name,owner,repo_url,description,language,topics,stars,updated_at,input,snapshot_id,snapshot_date
onnx/onnx,onnx,https://github.com/onnx/onnx,,Python,"['machine-learning', 'deep-neural-networks', 'ai', 'deep-learning', 'neural-network']",21344,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
evo-design/proto-tools,evo-design,https://github.com/evo-design/proto-tools,,Python,"['machine-learning', 'bioinformatics', 'bioengineering', 'generative-biology']",118,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
mozilla/bugbug,mozilla,https://github.com/mozilla/bugbug,,Python,"['python', 'machine-learning', 'ai', 'ml', 'developer-tools']",568,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
voxel51/fiftyone,voxel51,https://github.com/voxel51/fiftyone,,TypeScript,"['visualization', 'python', 'data-science', 'machine-learning', 'computer-vision']",11028,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
codespecs/daikon,codespecs,https://github.com/codespecs/daikon,,C,"['c', 'java', 'machine-learning', 'csharp', 'eiffel']",262,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
waybarrios/opencode-power-pack,waybarrios,https://github.com/waybarrios/opencode-power-pack,,Python,"['plugin', 'machine-learning', 'security-audit', 'skills', 'opencode']",476,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
gorse-io/gorse,gorse-io,https://github.com/gorse-io/gorse,,Go,"['go', 'machine-learning', 'collaborative-filtering', 'recommender-system', 'knn']",9803,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Leeroo-AI/kapso,Leeroo-AI,https://github.com/Leeroo-AI/kapso,,Python,"['machine-learning', 'program-synthesis', 'knowledge-graph', 'code-optimization', 'autonomous-agents']",97,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
NVIDIA/cuml,NVIDIA,https://github.com/NVIDIA/cuml,,Python,"['machine-learning', 'gpu', 'machine-learning-algorithms', 'cuda', 'nvidia']",5257,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
SomeB1oody/RustyML,SomeB1oody,https://github.com/SomeB1oody/RustyML,,Rust,"['machine-learning', 'ai', 'machine-learning-algorithms', 'rust-crate']",342,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Oxen-AI/Oxen,Oxen-AI,https://github.com/Oxen-AI/Oxen,,Rust,"['python', 'rust', 'machine-learning', 'version-control', 'vcs']",1179,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
isl-org/Open3D,isl-org,https://github.com/isl-org/Open3D,,C++,"['visualization', 'python', 'machine-learning', 'arm', 'gui']",13905,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
promptslab/Awesome-Prompt-Engineering,promptslab,https://github.com/promptslab/Awesome-Prompt-Engineering,,TypeScript,"['machine-learning', 'text-to-speech', 'deep-learning', 'prompt', 'openai']",6274,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
skypilot-org/skypilot,skypilot-org,https://github.com/skypilot-org/skypilot,,Python,"['machine-learning', 'deep-learning', 'gpu', 'job-scheduler', 'slurm']",10519,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
mlr-org/mlr3torch,mlr-org,https://github.com/mlr-org/mlr3torch,,R,"['data-science', 'machine-learning', 'r', 'deep-learning', 'torch']",56,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Comfy-Org/ComfyUI_frontend,Comfy-Org,https://github.com/Comfy-Org/ComfyUI_frontend,,TypeScript,"['machine-learning', 'generative-ai']",1978,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
cs-internship/cs-internship-spec,cs-internship,https://github.com/cs-internship/cs-internship-spec,,Unknown,"['javascript', 'python', 'machine-learning', 'internship', 'web-development']",84,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
mlflow/mlflow,mlflow,https://github.com/mlflow/mlflow,,Python,"['open-source', 'machine-learning', 'ai', 'apache-spark', 'evaluation']",27614,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
academic/awesome-datascience,academic,https://github.com/academic/awesome-datascience,,Unknown,"['science', 'data-science', 'machine-learning', 'data-mining', 'deep-learning']",29850,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Dicklesworthstone/franken_whisper,Dicklesworthstone,https://github.com/Dicklesworthstone/franken_whisper,,Rust,"['rust', 'cli', 'machine-learning', 'ffmpeg', 'gpu']",64,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
LongxingTan/Time-series-prediction,LongxingTan,https://github.com/LongxingTan/Time-series-prediction,,Python,"['machine-learning', 'timeseries', 'deep-learning', 'time-series', 'neural-network']",889,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
tesseract-ocr/tesseract,tesseract-ocr,https://github.com/tesseract-ocr/tesseract,,C++,"['machine-learning', 'ocr', 'tesseract', 'lstm', 'tesseract-ocr']",76111,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
cyberlife-coder/VelesDB,cyberlife-coder,https://github.com/cyberlife-coder/VelesDB,,Rust,"['rust', 'search-engine', 'machine-learning', 'ai', 'embeddings']",87,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
rocketride-org/rocketride-server,rocketride-org,https://github.com/rocketride-org/rocketride-server,,Python,"['python', 'machine-learning', 'typescript', 'sdk', 'ai']",6966,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
alibaba/MNN,alibaba,https://github.com/alibaba/MNN,,C++,"['machine-learning', 'arm', 'deep-learning', 'vulkan', 'ml']",15947,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Kiln-AI/Kiln,Kiln-AI,https://github.com/Kiln-AI/Kiln,,Python,"['python', 'windows', 'macos', 'machine-learning', 'ai']",5031,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
YanjieZe/Paper-List,YanjieZe,https://github.com/YanjieZe/Paper-List,,Python,"['machine-learning', 'research', 'computer-vision', 'robotics']",586,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
PennyLaneAI/pennylane,PennyLaneAI,https://github.com/PennyLaneAI/pennylane,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'qml']",3429,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pritampanda15/PandaDock,pritampanda15,https://github.com/pritampanda15/PandaDock,,Python,"['learning', 'machine-learning', 'algorithm', 'cpu', 'flexible']",100,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
dipy/dipy,dipy,https://github.com/dipy/dipy,,Python,"['python', 'tracking', 'machine-learning', 'medical-imaging', 'registration']",835,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
qdrant/qdrant,qdrant,https://github.com/qdrant/qdrant,,Rust,"['search', 'search-engine', 'machine-learning', 'neural-network', 'nearest-neighbor-search']",34122,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
ashesbloom/LocalLens,ashesbloom,https://github.com/ashesbloom/LocalLens,,Python,"['desktop-app', 'macos', 'productivity', 'machine-learning', 'computer-vision']",152,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
netdata/netdata,netdata,https://github.com/netdata/netdata,,Go,"['mysql', 'linux', 'docker', 'kubernetes', 'devops']",80260,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
paperless-ngx/paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,,Python,"['pdf', 'machine-learning', 'django', 'angular', 'ocr']",44493,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
vespa-engine/vespa,vespa-engine,https://github.com/vespa-engine/vespa,,Java,"['search', 'java', 'search-engine', 'machine-learning', 'big-data']",7059,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pytorch/pytorch,pytorch,https://github.com/pytorch/pytorch,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'gpu']",102540,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
zimingttkx/Network-Security-Based-On-ML,zimingttkx,https://github.com/zimingttkx/Network-Security-Based-On-ML,,Python,"['python', 'machine-learning', 'scikit-learn', 'web-application', 'cybersecurity']",223,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
deepspeedai/DeepSpeed,deepspeedai,https://github.com/deepspeedai/DeepSpeed,,Python,"['machine-learning', 'compression', 'deep-learning', 'gpu', 'inference']",42975,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
speedyapply/2027-AI-College-Jobs,speedyapply,https://github.com/speedyapply/2027-AI-College-Jobs,,Unknown,"['data-science', 'data', 'machine-learning', 'internship', 'ai']",6186,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
MONZikWasTaken/Framegen,MONZikWasTaken,https://github.com/MONZikWasTaken/Framegen,,JavaScript,"['chrome-extension', 'machine-learning', 'real-time', 'video-processing', 'webgpu']",102,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
brucefan1983/GPUMD,brucefan1983,https://github.com/brucefan1983/GPUMD,,Cuda,"['machine-learning', 'neural-network', 'simulation', 'gpu', 'cuda']",827,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
numerai/example-scripts,numerai,https://github.com/numerai/example-scripts,,Jupyter Notebook,"['machine-learning', 'cryptocurrency', 'numerai', 'quant-finance']",1175,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Tanu-N-Prabhu/Python,Tanu-N-Prabhu,https://github.com/Tanu-N-Prabhu/Python,,Jupyter Notebook,"['python', 'data', 'machine-learning', 'numpy', 'pandas-dataframe']",2230,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
AI-in-Transportation-Lab/awesome-tinyml,AI-in-Transportation-Lab,https://github.com/AI-in-Transportation-Lab/awesome-tinyml,,JavaScript,"['machine-learning', 'tinyml', 'tiny-machine-learnig']",142,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lstein/PhotoMapAI,lstein,https://github.com/lstein/PhotoMapAI,,Python,"['visualization', 'python', 'open-source', 'machine-learning', 'slideshow']",84,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
CASE-Lab-UMD/Unified-MoE-Compression,CASE-Lab-UMD,https://github.com/CASE-Lab-UMD/Unified-MoE-Compression,,Python,"['machine-learning', 'natural-language-processing', 'deep-learning', 'model-compression', 'mixture-of-experts']",89,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
AkihikoWatanabe/paper_notes,AkihikoWatanabe,https://github.com/AkihikoWatanabe/paper_notes,,HTML,"['blog', 'nlp', 'machine-learning', 'computer-vision', 'notes']",158,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
autogluon/autogluon,autogluon,https://github.com/autogluon/autogluon,,Python,"['python', 'data-science', 'machine-learning', 'natural-language-processing', 'computer-vision']",10611,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
CASE-Lab-UMD/LLM-Drop,CASE-Lab-UMD,https://github.com/CASE-Lab-UMD/LLM-Drop,,Python,"['machine-learning', 'natural-language-processing', 'deep-learning', 'attention-mechanism', 'model-compression']",191,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
rtemis-org/rtemis,rtemis-org,https://github.com/rtemis-org/rtemis,,R,"['visualization', 'data-science', 'machine-learning', 'r', 'data-visualization']",150,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
gradio-app/gradio,gradio-app,https://github.com/gradio-app/gradio,,Python,"['python', 'data-science', 'machine-learning', 'ui', 'deep-learning']",43404,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
wwhenxuan/PySDKit,wwhenxuan,https://github.com/wwhenxuan/PySDKit,,Python,"['machine-learning', 'time-series', 'signal-processing', 'image-processing', 'vmd']",216,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lean-dojo/LeanCopilot,lean-dojo,https://github.com/lean-dojo/LeanCopilot,,C++,"['machine-learning', 'theorem-proving', 'lean', 'formal-mathematics', 'lean4']",1313,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
nextcloud/recognize,nextcloud,https://github.com/nextcloud/recognize,,PHP,"['music', 'photos', 'machine-learning', 'ai', 'nextcloud']",697,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
the-akira/CC33Z,the-akira,https://github.com/the-akira/CC33Z,,Jupyter Notebook,"['python', 'linux', 'computer-science', 'machine-learning', 'django']",68,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
ml-rust/splintr,ml-rust,https://github.com/ml-rust/splintr,,Rust,"['rust', 'machine-learning', 'tokenizer', 'openai', 'huggingface']",60,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
ErcinDedeoglu/crypto-market-data,ErcinDedeoglu,https://github.com/ErcinDedeoglu/crypto-market-data,,Unknown,"['machine-learning', 'time-series', 'bitcoin', 'trading', 'cryptocurrency']",75,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
aws-deepracer-community/deepracer-on-the-spot,aws-deepracer-community,https://github.com/aws-deepracer-community/deepracer-on-the-spot,,TypeScript,"['aws', 'machine-learning', 'deepracer']",55,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
astroautomata/PySR,astroautomata,https://github.com/astroautomata/PySR,,Python,"['python', 'distributed-systems', 'data-science', 'machine-learning', 'algorithm']",3731,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
fairlearn/fairlearn,fairlearn,https://github.com/fairlearn/fairlearn,,Python,"['machine-learning', 'ai', 'artificial-intelligence', 'fairness', 'ai-systems']",2273,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pixeltable/pixeltable,pixeltable,https://github.com/pixeltable/pixeltable,,Python,"['data-science', 'machine-learning', 'database', 'ai', 'computer-vision']",1613,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
AI-sandbox/gnomix,AI-sandbox,https://github.com/AI-sandbox/gnomix,,Python,"['machine-learning', 'genomics', 'ancestry']",121,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
MakazhanAlpamys/Soup,MakazhanAlpamys,https://github.com/MakazhanAlpamys/Soup,,Python,"['python', 'cli', 'machine-learning', 'transformers', 'pytorch']",2725,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
WeThinkIn/AIGC-Interview-Book,WeThinkIn,https://github.com/WeThinkIn/AIGC-Interview-Book,,Unknown,"['machine-learning', 'natural-language-processing', 'computer-vision', 'deep-learning', 'interview']",4424,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pytorch/TensorRT,pytorch,https://github.com/pytorch/TensorRT,,Python,"['machine-learning', 'deep-learning', 'cuda', 'pytorch', 'nvidia']",2984,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
Fractal-Compute-Orchestrations/FractalWorkspace,Fractal-Compute-Orchestrations,https://github.com/Fractal-Compute-Orchestrations/FractalWorkspace,,Python,"['iot', 'distributed-systems', 'machine-learning', 'edge-computing', 'federated-learning']",89,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
sanidhyy/brainwave,sanidhyy,https://github.com/sanidhyy/brainwave,,JavaScript,"['react', 'javascript', 'css', 'html', 'machine-learning']",164,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
apache/airflow,apache,https://github.com/apache/airflow,,Python,"['python', 'workflow', 'data-science', 'machine-learning', 'airflow']",46576,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
lance-format/lance,lance-format,https://github.com/lance-format/lance,,Rust,"['python', 'rust', 'data-science', 'machine-learning', 'computer-vision']",6963,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
pytorch/rl,pytorch,https://github.com/pytorch/rl,,Python,"['machine-learning', 'control', 'reinforcement-learning', 'ai', 'robotics']",3530,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
elixir-nx/scholar,elixir-nx,https://github.com/elixir-nx/scholar,,Elixir,"['machine-learning', 'elixir']",496,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_22,2026-08-22
