repo_name,owner,repo_url,description,language,topics,stars,updated_at,input,snapshot_id,snapshot_date
roboflow/inference,roboflow,https://github.com/roboflow/inference,,Python,"['python', 'docker', 'machine-learning', 'computer-vision', 'deployment']",2425,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
Sujal-142/ai-image-clean-eraser,Sujal-142,https://github.com/Sujal-142/ai-image-clean-eraser,,HTML,"['machine-learning', 'ocr', 'computer-vision', 'image-processing', 'image-editing']",119,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
kserve/kserve,kserve,https://github.com/kserve/kserve,,Go,"['kubernetes', 'machine-learning', 'tensorflow', 'cncf', 'pytorch']",5815,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
roboflow/supervision,roboflow,https://github.com/roboflow/supervision,,Python,"['python', 'tracking', 'machine-learning', 'computer-vision', 'deep-learning']",49635,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
pytorch/pytorch,pytorch,https://github.com/pytorch/pytorch,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'gpu']",102517,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
mlflow/mlflow,mlflow,https://github.com/mlflow/mlflow,,Python,"['open-source', 'machine-learning', 'ai', 'apache-spark', 'evaluation']",27608,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
YanjieZe/Paper-List,YanjieZe,https://github.com/YanjieZe/Paper-List,,Python,"['machine-learning', 'research', 'computer-vision', 'robotics']",587,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
lab-cosmo/upet,lab-cosmo,https://github.com/lab-cosmo/upet,,Python,"['machine-learning', 'molecular-dynamics', 'machine-learned-interatomic-potentials', 'universal-potential']",229,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
roboflow/rf-detr,roboflow,https://github.com/roboflow/rf-detr,,Python,"['machine-learning', 'computer-vision', 'object-detection', 'sota', 'instance-segmentation']",9028,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
Evovest/EvoTrees.jl,Evovest,https://github.com/Evovest/EvoTrees.jl,,Julia,"['machine-learning', 'julia', 'regression', 'logistic', 'quantile']",200,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
ORNL/HydraGNN,ORNL,https://github.com/ORNL/HydraGNN,,Python,['machine-learning'],124,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
DashAISoftware/dashAI,DashAISoftware,https://github.com/DashAISoftware/dashAI,,Python,"['machine-learning', 'deep-learning', 'artificial-intelligence', 'workbench']",428,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
huggingface/transformers,huggingface,https://github.com/huggingface/transformers,,Python,"['audio', 'python', 'nlp', 'machine-learning', 'natural-language-processing']",164309,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
flyteorg/flyte,flyteorg,https://github.com/flyteorg/flyte,,Go,"['python', 'kubernetes', 'golang', 'workflow', 'data-science']",7221,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
rohitg00/ai-engineering-from-scratch,rohitg00,https://github.com/rohitg00/ai-engineering-from-scratch,,Python,"['python', 'nlp', 'rust', 'machine-learning', 'tutorial']",47515,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
kserve/website,kserve,https://github.com/kserve/website,,MDX,"['documentation', 'machine-learning', 'serverless', 'inference', 'cloud-native']",113,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
SuperCowPowers/workbench,SuperCowPowers,https://github.com/SuperCowPowers/workbench,,Python,"['python', 'aws', 'machine-learning', 'big-data', 'spark']",51,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
MakazhanAlpamys/Soup,MakazhanAlpamys,https://github.com/MakazhanAlpamys/Soup,,Python,"['python', 'cli', 'machine-learning', 'transformers', 'pytorch']",2635,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
voxel51/fiftyone,voxel51,https://github.com/voxel51/fiftyone,,TypeScript,"['visualization', 'python', 'data-science', 'machine-learning', 'computer-vision']",11027,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
lutzroeder/netron,lutzroeder,https://github.com/lutzroeder/netron,,JavaScript,"['machine-learning', 'ai', 'deep-learning', 'neural-network', 'tensorflow']",33381,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
TuringLang/Turing.jl,TuringLang,https://github.com/TuringLang/Turing.jl,,Julia,"['machine-learning', 'julia-language', 'artificial-intelligence', 'probabilistic-programming', 'bayesian-inference']",2249,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
marimo-team/marimo,marimo-team,https://github.com/marimo-team/marimo,,Python,"['python', 'data-science', 'machine-learning', 'reactive', 'sql']",22421,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
ohdearquant/lionagi,ohdearquant,https://github.com/ohdearquant/lionagi,,Python,"['workflow', 'data', 'machine-learning', 'automation', 'ai']",404,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
superiorlu/AITreasureBox,superiorlu,https://github.com/superiorlu/AITreasureBox,,Ruby,"['machine-learning', 'ai', 'deep-learning', 'mcp', 'agi']",856,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
MaartenGr/BERTopic,MaartenGr,https://github.com/MaartenGr/BERTopic,,Python,"['nlp', 'machine-learning', 'topic', 'transformers', 'topic-modeling']",7796,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
tracel-ai/burn,tracel-ai,https://github.com/tracel-ai/burn,,Rust,"['rust', 'machine-learning', 'deep-learning', 'metal', 'cross-platform']",15794,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
skypilot-org/skypilot,skypilot-org,https://github.com/skypilot-org/skypilot,,Python,"['machine-learning', 'deep-learning', 'gpu', 'job-scheduler', 'slurm']",10517,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
arc53/DocsGPT,arc53,https://github.com/arc53/DocsGPT,,Python,"['react', 'python', 'search', 'machine-learning', 'natural-language-processing']",18219,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
ServiceNow/eva,ServiceNow,https://github.com/ServiceNow/eva,,Python,"['nlp', 'machine-learning', 'tts', 'asr', 'evaluation-framework']",197,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
tensorflow/datasets,tensorflow,https://github.com/tensorflow/datasets,,Python,"['data', 'machine-learning', 'tensorflow', 'numpy', 'dataset']",4580,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
PennyLaneAI/pennylane,PennyLaneAI,https://github.com/PennyLaneAI/pennylane,,Python,"['python', 'machine-learning', 'deep-learning', 'neural-network', 'qml']",3428,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
dstackai/dstack,dstackai,https://github.com/dstackai/dstack,,Python,"['python', 'training', 'docker', 'kubernetes', 'machine-learning']",2217,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
dipy/dipy,dipy,https://github.com/dipy/dipy,,Python,"['python', 'tracking', 'machine-learning', 'medical-imaging', 'registration']",835,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
nilearn/nilearn,nilearn,https://github.com/nilearn/nilearn,,Python,"['python', 'machine-learning', 'decoding', 'neuroimaging', 'fmri']",1424,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
spiceai/spiceai,spiceai,https://github.com/spiceai/spiceai,,Rust,"['infrastructure', 'data', 'machine-learning', 'sql', 'artificial-intelligence']",3069,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
warpfront/hipfire,warpfront,https://github.com/warpfront/hipfire,,Rust,"['rust', 'machine-learning', 'hip', 'gpu-computing', 'rdna']",535,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
vertica/VerticaPy,vertica,https://github.com/vertica/VerticaPy,,Python,"['python', 'data-science', 'machine-learning', 'big-data', 'python-library']",227,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
christopherkarani/Swarm,christopherkarani,https://github.com/christopherkarani/Swarm,,Swift,"['macos', 'swift', 'agent', 'swift-library', 'ios']",568,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
Kitware/dive,Kitware,https://github.com/Kitware/dive,,TypeScript,"['docker', 'machine-learning', 'video', 'computer-vision', 'image-annotation']",105,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
mmschlk/shapiq,mmschlk,https://github.com/mmschlk/shapiq,,Python,"['python', 'machine-learning', 'game-theory', 'interpretability', 'feature-importance']",768,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
JuliaLang/julia,JuliaLang,https://github.com/JuliaLang/julia,,Julia,"['programming-language', 'science', 'machine-learning', 'hpc', 'julia']",49022,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
DIAGNijmegen/rse-grand-challenge,DIAGNijmegen,https://github.com/DIAGNijmegen/rse-grand-challenge,,Python,"['python', 'docker', 'machine-learning', 'django', 'ai']",193,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
Manuteaa/dbd_autoSkillCheck,Manuteaa,https://github.com/Manuteaa/dbd_autoSkillCheck,,Python,"['machine-learning', 'artificial-intelligence', 'dead-by-daylight']",119,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
aminekago-web/Paradigm-Survival-Arena,aminekago-web,https://github.com/aminekago-web/Paradigm-Survival-Arena,,HTML,"['javascript', 'game', 'python', 'machine-learning', 'reinforcement-learning']",117,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
tensorflow/tensorflow,tensorflow,https://github.com/tensorflow/tensorflow,,C++,"['python', 'machine-learning', 'deep-neural-networks', 'deep-learning', 'neural-network']",197220,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
okesipoke/manuscript-phoneme-decipher,okesipoke,https://github.com/okesipoke/manuscript-phoneme-decipher,,HTML,"['nlp', 'machine-learning', 'deep-learning', 'algorithms', 'artificial-intelligence']",116,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
pravin6688/churn-triad-insights,pravin6688,https://github.com/pravin6688/churn-triad-insights,,HTML,"['python', 'machine-learning', 'excel', 'data-analytics', 'logistic-regression']",115,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
apache/airflow,apache,https://github.com/apache/airflow,,Python,"['python', 'workflow', 'data-science', 'machine-learning', 'airflow']",46570,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
obss/sahi,obss,https://github.com/obss/sahi,,Python,"['python', 'machine-learning', 'computer-vision', 'deep-learning', 'satellite']",5472,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
run-llama/ParseBench,run-llama,https://github.com/run-llama/ParseBench,,Python,"['benchmark', 'machine-learning', 'ocr', 'evaluation', 'pdf-parsing']",551,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
deepspeedai/DeepSpeed,deepspeedai,https://github.com/deepspeedai/DeepSpeed,,Python,"['machine-learning', 'compression', 'deep-learning', 'gpu', 'inference']",42974,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
wandb/wandb,wandb,https://github.com/wandb/wandb,,Python,"['data-science', 'machine-learning', 'reinforcement-learning', 'ai', 'deep-learning']",11235,,"{'url': 'https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc', 'max_pages': 15, 'search_query': ''}",raw_2026_08_21,2026-08-21
