repo_name,owner,repo_url,description,language,topics,stars,updated_at,input_url,input_search_query,input_max_pages,warning,warning_code,error,error_code,snapshot_id,snapshot_date
modular/modular,modular,https://github.com/modular/modular,,Mojo,"[""language"",""programming-language"",""machine-learning"",""modular"",""ai""]",26920,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
NVIDIA/raft,NVIDIA,https://github.com/NVIDIA/raft,,Cuda,"[""machine-learning"",""information-retrieval"",""statistics"",""clustering"",""gpu""]",1036,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
Kiln-AI/Kiln,Kiln-AI,https://github.com/Kiln-AI/Kiln,,Python,"[""python"",""windows"",""macos"",""machine-learning"",""ai""]",5027,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
bitsandbytes-foundation/bitsandbytes,bitsandbytes-foundation,https://github.com/bitsandbytes-foundation/bitsandbytes,,Python,"[""machine-learning"",""pytorch"",""quantization"",""llm"",""qlora""]",8425,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
qualcomm/ai-hub-models,qualcomm,https://github.com/qualcomm/ai-hub-models,,Python,"[""machine-learning"",""inference"",""pytorch"",""machinelearning"",""deeplearning""]",1187,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
nilearn/nilearn,nilearn,https://github.com/nilearn/nilearn,,Python,"[""python"",""machine-learning"",""decoding"",""neuroimaging"",""fmri""]",1424,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
qdrant/qdrant,qdrant,https://github.com/qdrant/qdrant,,Rust,"[""search"",""search-engine"",""machine-learning"",""neural-network"",""nearest-neighbor-search""]",34047,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
feast-dev/feast,feast-dev,https://github.com/feast-dev/feast,,Python,"[""python"",""data-science"",""machine-learning"",""big-data"",""ml""]",7217,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
Oxen-AI/Oxen,Oxen-AI,https://github.com/Oxen-AI/Oxen,,Rust,"[""python"",""rust"",""machine-learning"",""version-control"",""vcs""]",1179,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
google-ai-edge/mediapipe,google-ai-edge,https://github.com/google-ai-edge/mediapipe,,C++,"[""android"",""c-plus-plus"",""calculator"",""machine-learning"",""framework""]",36653,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
modal-labs/modal-client,modal-labs,https://github.com/modal-labs/modal-client,,Python,"[""python"",""data-science"",""machine-learning"",""cloud"",""ai""]",504,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
superiorlu/AITreasureBox,superiorlu,https://github.com/superiorlu/AITreasureBox,,Ruby,"[""machine-learning"",""ai"",""deep-learning"",""mcp"",""agi""]",854,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
sdv-dev/SDV,sdv-dev,https://github.com/sdv-dev/SDV,,Python,"[""machine-learning"",""deep-learning"",""time-series"",""generative-adversarial-network"",""gan""]",3546,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
brucefan1983/GPUMD,brucefan1983,https://github.com/brucefan1983/GPUMD,,Cuda,"[""machine-learning"",""neural-network"",""simulation"",""gpu"",""cuda""]",825,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
spiceai/spiceai,spiceai,https://github.com/spiceai/spiceai,,Rust,"[""infrastructure"",""data"",""machine-learning"",""sql"",""artificial-intelligence""]",3068,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
ultralytics/ultralytics,ultralytics,https://github.com/ultralytics/ultralytics,,Python,"[""python"",""tracking"",""machine-learning"",""computer-vision"",""deep-learning""]",60733,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
ORNL/HydraGNN,ORNL,https://github.com/ORNL/HydraGNN,,Python,"[""machine-learning""]",124,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
SciML/ReservoirComputing.jl,SciML,https://github.com/SciML/ReservoirComputing.jl,,Julia,"[""machine-learning"",""julia"",""rnn"",""differential-equations"",""echo-state-networks""]",231,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
mlcommons/inference,mlcommons,https://github.com/mlcommons/inference,,Python,"[""benchmark"",""machine-learning""]",1616,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
apache/tvm,apache,https://github.com/apache/tvm,,Python,"[""javascript"",""machine-learning"",""performance"",""deep-learning"",""metal""]",13669,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
rocketride-org/rocketride-server,rocketride-org,https://github.com/rocketride-org/rocketride-server,,Python,"[""python"",""machine-learning"",""typescript"",""sdk"",""ai""]",6479,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
streamlit/streamlit,streamlit,https://github.com/streamlit/streamlit,,Python,"[""python"",""data-science"",""machine-learning"",""deep-learning"",""data-visualization""]",45566,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
roboflow/inference,roboflow,https://github.com/roboflow/inference,,Python,"[""python"",""docker"",""machine-learning"",""computer-vision"",""deployment""]",2421,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
google/bigframes,google,https://github.com/google/bigframes,,Python,"[""python"",""bigquery"",""data-science"",""machine-learning""]",288,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
wwhenxuan/PySDKit,wwhenxuan,https://github.com/wwhenxuan/PySDKit,,Python,"[""machine-learning"",""time-series"",""signal-processing"",""image-processing"",""vmd""]",216,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
marimo-team/marimo,marimo-team,https://github.com/marimo-team/marimo,,Python,"[""python"",""data-science"",""machine-learning"",""reactive"",""sql""]",22387,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
flwrlabs/flower,flwrlabs,https://github.com/flwrlabs/flower,,Python,"[""android"",""python"",""raspberry-pi"",""ios"",""machine-learning""]",7079,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
huggingface/transformers,huggingface,https://github.com/huggingface/transformers,,Python,"[""audio"",""python"",""nlp"",""machine-learning"",""natural-language-processing""]",164221,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
elyra-ai/elyra,elyra-ai,https://github.com/elyra-ai/elyra,,Python,"[""python"",""docker"",""machine-learning"",""airflow"",""binder""]",1996,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
flyteorg/flyte,flyteorg,https://github.com/flyteorg/flyte,,Go,"[""python"",""kubernetes"",""golang"",""workflow"",""data-science""]",7208,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
kornia/kornia,kornia,https://github.com/kornia/kornia,,Python,"[""python"",""machine-learning"",""computer-vision"",""deep-learning"",""neural-network""]",11314,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
qiskit-community/qiskit-machine-learning,qiskit-community,https://github.com/qiskit-community/qiskit-machine-learning,,Python,"[""machine-learning"",""quantum-computing"",""qiskit""]",1091,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
skyportal/skyportal,skyportal,https://github.com/skyportal/skyportal,,Python,"[""machine-learning"",""astronomy"",""lsst"",""collaborative-research"",""variable-stars""]",130,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
christopherkarani/Wax,christopherkarani,https://github.com/christopherkarani/Wax,,Swift,"[""swift"",""cli"",""data-science"",""machine-learning"",""metal""]",780,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
cs-internship/cs-internship-spec,cs-internship,https://github.com/cs-internship/cs-internship-spec,,Unknown,"[""javascript"",""python"",""machine-learning"",""internship"",""web-development""]",85,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
seisbench/seisbench,seisbench,https://github.com/seisbench/seisbench,,Jupyter Notebook,"[""python"",""science"",""machine-learning"",""deep-learning"",""seismology""]",413,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
kubeflow/trainer,kubeflow,https://github.com/kubeflow/trainer,,Go,"[""python"",""kubernetes"",""machine-learning"",""ai"",""tensorflow""]",2186,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
orcasound/orcahello,orcasound,https://github.com/orcasound/orcahello,,C#,"[""machine-learning"",""real-time"",""deep-learning"",""neural-network"",""realtime""]",58,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
christopherkarani/Swarm,christopherkarani,https://github.com/christopherkarani/Swarm,,Swift,"[""macos"",""swift"",""agent"",""swift-library"",""ios""]",566,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
fangwei123456/spikingjelly,fangwei123456,https://github.com/fangwei123456/spikingjelly,,Python,"[""machine-learning"",""deep-learning"",""pytorch"",""spiking-neural-networks"",""dvs""]",2104,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
MakazhanAlpamys/Soup,MakazhanAlpamys,https://github.com/MakazhanAlpamys/Soup,,Python,"[""python"",""cli"",""machine-learning"",""transformers"",""pytorch""]",2265,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
SciML/ComponentArrays.jl,SciML,https://github.com/SciML/ComponentArrays.jl,,Julia,"[""machine-learning"",""simulation"",""optimization"",""julia"",""modeling""]",373,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
huggingface/hub-docs,huggingface,https://github.com/huggingface/hub-docs,,Handlebars,"[""machine-learning"",""hacktoberfest""]",587,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
mozilla/bugbug,mozilla,https://github.com/mozilla/bugbug,,Python,"[""python"",""machine-learning"",""ai"",""ml"",""developer-tools""]",568,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
muna-ai/muna-py,muna-ai,https://github.com/muna-ai/muna-py,,Python,"[""machine-learning"",""ai"",""deep-learning"",""serverless"",""numpy""]",86,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
photoprism/photoprism,photoprism,https://github.com/photoprism/photoprism,,Go,"[""golang"",""machine-learning"",""ai"",""photography"",""tensorflow""]",40081,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
DashAISoftware/dashAI,DashAISoftware,https://github.com/DashAISoftware/dashAI,,Python,"[""machine-learning"",""deep-learning"",""artificial-intelligence"",""workbench""]",398,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
taoshidev/vanta-network,taoshidev,https://github.com/taoshidev/vanta-network,,Python,"[""machine-learning"",""ai"",""deep-learning"",""blockchain"",""cryptocurrency""]",75,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
skypilot-org/skypilot,skypilot-org,https://github.com/skypilot-org/skypilot,,Python,"[""machine-learning"",""deep-learning"",""gpu"",""job-scheduler"",""slurm""]",10506,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
grandgaming9321-prog/reality-engine,grandgaming9321-prog,https://github.com/grandgaming9321-prog/reality-engine,,HTML,"[""python"",""open-source"",""machine-learning"",""reinforcement-learning"",""ai""]",121,,https://github.com/search?q=topic%3Amachine-learning+stars%3A%3E50&type=repositories&s=updated&o=desc,topic:machine-learning stars:>50,15,,,,,raw_2026_08_19,2026-08-19
